lang_id,level,word,meaning,example
2,1,私(わたし),나,私は学生です。
2,1,名前(なまえ),이름,お名前は何ですか。
2,1,学校(がっこう),학교,毎日学校へ行きます。
2,1,先生(せんせい),선생님,先生はとても親切です。
2,1,友達(ともだち),친구,友達と映画を見ました。
2,1,家族(かぞく),가족,家族と一緒に住んでいます。
2,1,母(はは),어머니,母は料理が上手です。
2,1,父(ちち),아버지,父は毎朝新聞を読みます。
2,1,水(みず),물,水を飲みます。
2,1,食べる(たべる),먹다,朝ご飯を食べます。
2,1,飲む(のむ),마시다,コーヒーを飲みます。
2,1,行く(いく),가다,学校に行きます。
2,1,来る(くる),오다,友達が家に来ます。
2,1,見る(みる),보다,テレビを見ます。
2,1,聞く(きく),듣다,音楽を聞きます。
2,1,話す(はなす),이야기하다,日本語で話します。
2,1,読む(よむ),읽다,本を読みます。
2,1,書く(かく),쓰다,手紙を書きます。
2,1,買う(かう),사다,パンを買います。
2,1,大きい(おおきい),큰,この家は大きいです。
2,1,小さい(ちいさい),작은,猫は小さいです。
2,1,新しい(あたらしい),새로운,新しい車を買いました。
2,1,古い(ふるい),"오래된, 낡은",これは古い本です。
2,1,高い(たかい),"비싼, 높은",このカバンは高いです。
2,1,安い(やすい),싼,この店は安いです。
2,1,天気(てんき),날씨,今日はいい天気です。
2,1,雨(あめ),비,雨が降っています。
2,1,雪(ゆき),눈,冬は雪が降ります。
2,1,朝(あさ),아침,朝六時に起きます。
2,1,昼(ひる),낮,昼ご飯を食べましょう。
2,1,夜(よる),밤,夜は静かです。
2,1,今日(きょう),오늘,今日は忙しいです。
2,1,明日(あした),내일,明日、旅行します。
2,1,昨日(きのう),어제,昨日、映画を見ました。
2,1,時間(じかん),시간,時間がありません。
2,1,病院(びょういん),병원,病院に行きます。
2,1,駅(えき),역,駅まで歩きます。
2,1,電車(でんしゃ),전철,電車で会社に行きます。
2,1,車(くるま),자동차,車を運転します。
2,1,部屋(へや),방,部屋を掃除します。
2,1,窓(まど),창문,窓を開けてください。
2,1,犬(いぬ),개,犬が好きです。
2,1,猫(ねこ),고양이,猫が寝ています。
2,1,花(はな),꽃,花がきれいです。
2,1,果物(くだもの),과일,果物を食べます。
2,1,野菜(やさい),채소,野菜は体にいいです。
2,1,元気(げんき),"건강한, 활기찬",元気ですか。
2,1,楽しい(たのしい),즐거운,旅行はとても楽しいです。
2,1,難しい(むずかしい),어려운,この問題は難しいです。
2,1,簡単(かんたん),간단한,この料理は簡単です。
2,2,約束(やくそく),약속,友達と約束をしました。
2,2,予定(よてい),"예정, 계획",明日の予定を教えてください。
2,2,準備(じゅんび),준비,旅行の準備をしています。
2,2,説明(せつめい),설명,先生が説明してくれました。
2,2,経験(けいけん),경험,いい経験になりました。
2,2,習慣(しゅうかん),습관,早起きの習慣があります。
2,2,性格(せいかく),성격,彼女は明るい性格です。
2,2,生活(せいかつ),생활,毎日の生活は忙しいです。
2,2,都合(つごう),"사정, 형편",今日は都合が悪いです。
2,2,都会(とかい),도시,都会の生活は便利です。
2,2,田舎(いなか),시골,田舎で育ちました。
2,2,景色(けしき),경치,山の景色がきれいです。
2,2,交通(こうつう),교통,交通が便利な場所です。
2,2,事故(じこ),사고,昨日、事故がありました。
2,2,危険(きけん),위험,この道は危険です。
2,2,安全(あんぜん),안전,安全のためにベルトをしてください。
