lang_id,level,subject,grammar_expl
2,1,です/ます체(정중형),"일본어의 정중체는 명사/형용사 뒤에 です를, 동사 뒤에 ます를 붙여 만듭니다. 격식을 차리는 상황이나 처음 만난 사람에게 주로 사용합니다. 형태: 명사/な형용사 + です, 동사ます형 + ます. 예문: 私は学生です。(저는 학생입니다.)"
2,1,い형용사/な형용사 현재형,"い형용사는 어미가 い로 끝나며 그대로 명사를 수식하거나 문장을 끝맺고, な형용사는 명사를 수식할 때 な를 붙이고 문장을 끝맺을 때는 だ/です를 붙입니다. 형태: い형용사(원형), な형용사+な+명사 / な형용사+です. 예문: この店は静かです。(이 가게는 조용합니다.)"
2,1,명사문 부정형,명사문을 부정할 때는 ではありません(회화체는 じゃありません)을 명사 뒤에 붙입니다. 형태: 명사 + ではありません. 예문: 彼は先生ではありません。(그는 선생님이 아닙니다.)
2,1,지시대명사(これ/それ/あれ),"これ/それ/あれ는 사물을, この/その/あの는 명사를 수식할 때 씁니다. これ/この는 화자와 가까운 것, それ/その는 상대와 가까운 것, あれ/あの는 둘 다에서 먼 것을 가리킵니다. 예문: これは私の傘です。(이것은 제 우산입니다.)"
2,1,조사 は・が,"は는 문장의 주제를 나타내고, が는 주어를 강조하거나 새로운 정보를 소개할 때 씁니다. 형태: 명사 + は/が. 예문: 私は日本語を勉強しています。誰が来ましたか。(저는 일본어를 공부하고 있습니다. 누가 왔습니까?)"
2,1,조사 を・に・で,"を는 동작의 대상(목적어), に는 목적지/시간/존재 장소, で는 동작이 일어나는 장소나 수단을 나타냅니다. 형태: 명사 + を/に/で + 동사. 예문: 図書館で本を読みます。(도서관에서 책을 읽습니다.)"
2,1,존재표현(あります/います),"사물이나 식물의 존재는 あります, 사람이나 동물의 존재는 います로 나타냅니다. 형태: 장소に 명사が あります/います. 예문: 机の上に本があります。庭に猫がいます。(책상 위에 책이 있습니다. 마당에 고양이가 있습니다.)"
2,1,동사 ます형(현재/미래),"동사의 정중형인 ます형은 현재나 미래의 동작을 나타내며, 사전형(기본형)에서 어미를 바꿔 만듭니다. 형태: 동사ます형 + ます. 예문: 明日、友達に会います。(내일 친구를 만납니다.)"
2,2,동사 て형,"て형은 동사를 연결하거나 진행형(ている), 요청(てください) 등 다양한 문법에 활용되는 기본 형태입니다. 동사 그룹에 따라 활용 규칙이 다릅니다. 형태: 동사て. 예문: 朝ご飯を食べて、学校に行きます。(아침을 먹고 학교에 갑니다.)"
2,2,て형 활용(허가/금지),"て형에 もいいです를 붙이면 허가(~해도 됩니다), てはいけません을 붙이면 금지(~하면 안 됩니다)를 나타냅니다. 형태: 동사て + もいいです/はいけません. 예문: ここで写真を撮ってもいいです。(여기서 사진을 찍어도 됩니다.)"
