lang_id,level,subject,grammar_expl
5,1,être/avoir 현재형,"être(~이다)와 avoir(가지다)는 프랑스어에서 가장 기본적인 두 동사로, 불규칙 활용을 하며 다른 시제의 복합형을 만드는 데도 쓰입니다. 형태: je suis/j'ai, tu es/as, il est/a. 예문: Je suis étudiant et j'ai vingt ans. (나는 학생이고 스무 살이다.)"
5,1,명사의 성과 수,"프랑스어 명사는 남성/여성으로 구분되며, 복수형은 대개 -s를 붙입니다(발음은 안 변함). 형용사도 명사의 성·수에 일치시킵니다. 형태: 명사(단/복수) + 형용사(일치). 예문: Les livres rouges sont ici. (빨간 책들이 여기 있다.)"
5,1,관사(정/부정/부분),"정관사(le/la/les)는 특정 대상, 부정관사(un/une/des)는 불특정 대상, 부분관사(du/de la)는 셀 수 없는 명사의 일부를 나타냅니다. 예문: Je mange du pain. J'ai un chien. (나는 빵을 먹는다. 나는 개가 한 마리 있다.)"
5,1,규칙동사 현재형(-er/-ir/-re),"규칙동사는 어미(-er/-ir/-re)에 따라 인칭별로 정해진 어미변화를 합니다. 형태: parler→parle/parles/parle, finir→finis/finis/finit. 예문: Je parle français et je finis mon travail. (나는 프랑스어를 하고 내 일을 끝낸다.)"
5,1,주격·소유형용사,"주격대명사(je, tu, il...)는 주어를, 소유형용사(mon, ton, son...)는 명사의 성·수에 따라 형태가 바뀝니다. 예문: J'ai ma propre voiture. (나는 내 소유의 차가 있다.)"
5,1,지시형용사(ce/cet/cette/ces),"ce는 남성단수, cet는 모음으로 시작하는 남성단수, cette는 여성단수, ces는 복수 명사 앞에 씁니다. 예문: Ce livre est intéressant. Cette femme est gentille. (이 책은 흥미롭다. 이 여자는 친절하다.)"
5,1,il y a(존재표현),"il y a는 '~이 있다'는 존재를 나타내며, 단수/복수 명사 모두에 형태 변화 없이 씁니다. 형태: il y a + 명사. 예문: Il y a beaucoup de livres sur la table. (책상 위에 책이 많이 있다.)"
5,1,기본 의문문·부정문(ne...pas),"부정문은 동사를 ne와 pas 사이에 넣어 만들며, 의문문은 est-ce que를 문두에 붙이거나 억양을 올려 만듭니다. 형태: 주어 + ne + 동사 + pas. 예문: Est-ce que tu parles anglais? Non, je ne parle pas anglais. (너 영어 할 줄 알아? 아니, 나 영어 못해.)"
5,2,불규칙동사 현재형,"aller, faire, pouvoir 등 자주 쓰이는 동사는 불규칙 현재형 활용을 가지므로 따로 암기해야 합니다. 예문: Je vais à l'école. Je peux t'aider. (나는 학교에 간다. 나는 너를 도울 수 있다.)"
5,2,대명동사(재귀),"대명동사는 주어가 자기 자신에게 하는 동작을 나타내며, 재귀대명사(me, te, se, nous, vous, se)와 함께 씁니다. 형태: 재귀대명사 + 동사. 예문: Je me lève à sept heures. (나는 7시에 일어난다.)"
